,MeanValenceVisualMSE,MeanValenceVisualPCC,MeanValenceAudioMSE,MeanValenceAudioPCC,MeanArousalAudioMSE,MeanArousalAudioPCC,MeanArousalVisualMSE,MeanArousalVisualPCC,MeanValenceLowLevelMSE,MeanValenceLowLevelPCC,MeanValenceDeepMSE,MeanValenceDeepPCC,MeanArousalLowLevelMSE,MeanArousalLowLevelPCC,MeanArousalDeepMSE,MeanArousalDeepPCC
0,0.0551269957069,0.183761509889,0.0658812026355,0.143187436711,0.0380313143568,-0.142705049914,0.0584153587342,0.0855865395848,0.0460806954421,0.460326836684,0.09297426861,-0.170853137017,0.0703473100003,-0.0761080431589,0.0680859987556,0.240074032516
1,0.226883885452,-0.218724191728,0.102596853703,0.263797063694,0.044360339054,0.558241072709,0.0657838116287,0.0227016211318,0.201201362037,0.210898519094,0.199459114008,-0.0195734984754,0.0700329771444,-0.238888664201,0.0564720310049,0.349387696933
2,0.103234363482,0.104842813503,0.0539542313279,0.00385937411114,0.0502523679761,0.271445691186,0.0461245781409,-0.238028914296,0.0551371652221,-0.0502466528336,0.0995792755604,0.029221952052,0.0371103573767,0.0503034992,0.0375608125116,0.0589695928512
3,0.126139187584,-0.020851464639,0.0673086100168,0.424451518029,0.0577799215609,0.187240575809,0.0494921438617,0.448220512132,0.0844792690259,0.312360805302,0.0881291703348,0.444574206825,0.0542583689111,0.379918899644,0.0541659765114,0.0866854530963
4,0.0964582030825,-0.0115747830828,0.073600337276,-0.0530542014337,0.0714508268412,0.415999370045,0.214380299007,0.0808351732326,0.075633152927,-0.0603347271988,0.0602200114967,0.227678790308,0.11739689298,0.159337782778,0.0892353114319,0.0761744669503
5,0.191375431353,0.0351035291933,0.156754464415,0.452961181781,0.09078927676,0.0486123804165,0.0650238818945,0.0805961060561,0.212275470769,-0.137952384226,0.147766108833,0.584720367609,0.109431782644,-0.310839800654,0.0839692165759,0.109903043878
6,0.159541166289,-0.257217008427,0.14581356525,0.000267083944755,0.0586490968471,-0.0830398817478,0.0790078436874,0.392091612189,0.2347480996,-0.0804190198081,0.151989570192,0.381304920577,0.139420229064,-0.0701022804787,0.075188828391,0.323674002734
7,0.041429517525,-0.0737726668068,0.0749865350159,-0.234523914453,0.0346397584354,0.598111883304,0.0566817423651,0.50064858798,0.0471939268141,0.248206909051,0.0294112008066,0.219616660943,0.0729431130489,-0.179161459648,0.0409797242753,0.488201142015
8,0.123931571503,0.0159847616898,0.0907134820846,0.319390236568,0.0462712734963,0.584885829623,0.082173111587,0.295247613769,0.0901592123384,0.332122748582,0.101027194681,0.14012925652,0.0895227974972,0.271828156004,0.0972665139422,0.383682939148
9,0.179414679916,-0.0234125369782,0.0633181054951,-0.383782351947,0.348925714769,0.384286414307,0.169248186701,-0.615468087541,0.113685006277,-0.169476759562,0.146641342133,0.279449378336,0.254199798947,0.23130425684,0.295981155202,0.499707798516
10,0.197856874123,-0.0809253591454,0.10369201913,-0.0243066177902,0.0317290885815,0.454629811931,0.0902485857359,-0.319900955544,0.114912037419,-0.317071703025,0.0891653023158,-0.0734088055844,0.06551279078,0.108732719169,0.0464634427311,0.654679834879
11,0.0517423240344,0.027326828217,0.0517934171889,0.708789972229,0.0609659797742,-0.143534041561,0.042717924215,0.570289652269,0.049136992795,0.194748651018,0.0982420962491,0.135382774176,0.0684626694111,-0.485492443423,0.0494950149654,0.245447120459
12,0.155479599532,-0.182484265859,0.196216104861,0.00600628912851,0.0742709722095,0.0769147740342,0.103913983368,0.358216726789,0.314173379978,-0.140389733423,0.185911443524,0.0772001695694,0.0918546853343,0.164641369373,0.105919679711,0.582661803583
13,0.0788984285421,0.181967954374,0.10354981242,-0.363684272688,0.17646358943,0.251104846722,0.18819189183,0.0598439838663,0.11627074128,-0.363778478149,0.0783670279953,0.213608393195,0.201925016137,-0.167457933404,0.154076931201,0.274912808778
14,0.267447933732,-0.0777447423553,0.146954312092,0.0324669137963,0.0883578478709,0.20628286733,0.0972669203338,0.152826850547,0.183990245206,0.193278474805,0.22617409409,0.140362328969,0.106212314814,0.145641908141,0.091330027598,0.219608833319
15,0.15701687006,0.141965099594,0.417572261105,0.0529239655536,0.0289093908006,0.279968873123,0.0118924535071,-0.845257311845,0.25428654559,0.571964253562,0.330868883128,0.717996252843,0.0250494251139,-0.147208597867,0.02860966221,-0.0340298294844
16,0.166735451729,-0.0643212341083,0.141340312877,-0.501472464543,0.184816163418,-0.551834818791,0.206255750452,-0.0167936359659,0.155878203002,-0.369519702048,0.126315851411,-0.368768807088,0.238265877352,-0.256449267398,0.213214053071,-0.125096946613
17,0.0936771201792,0.113407812252,0.108881936309,0.0463923472973,0.0370947042231,0.251620418627,0.0681787235913,-0.375749383268,0.113397899198,-0.0289347534616,0.101948581918,0.0975074982748,0.0717663236855,0.161245228418,0.0687216135254,-0.283673886873
18,0.204540288355,0.175136952895,0.0569999812664,-0.166734308374,0.0617647942249,0.113611686857,0.0588017822035,-0.0158764909695,0.187379017493,0.0111877905394,0.0848318672211,0.0861667428062,0.0856675525925,-0.152292610828,0.0601557497918,-0.129697859564
19,0.0936694068556,0.127172971293,0.106011902596,-0.277906614927,0.0954758939436,-0.195040400009,0.078150729316,0.283609460123,0.0935721005528,-0.12481694444,0.0610313655341,0.0932515156516,0.0801951582515,0.0879124627339,0.0737988544958,0.295085988465
20,0.554519127358,-0.173430312419,0.0453660700011,0.419684602968,0.157117927636,0.321584372064,0.2314649089,0.170386284268,0.137113566637,0.0755881740225,0.0779673994973,-0.185578097702,0.1077465984,-0.102167867063,0.159564033927,0.566855008473
21,0.120370226251,0.0464003825362,0.0615585741274,0.0767608889002,0.0756294020014,0.0282903154224,0.0688406361603,0.142403746777,0.0828407859127,0.19992558583,0.109261132073,0.261585564425,0.0739235642757,0.282356583825,0.0766092893056,-0.0698901324269
22,0.159963720485,0.301040941281,0.175367242852,0.025266467435,0.0594362360665,0.407324265751,0.0797030009167,-0.0358252323935,0.161773474328,0.406899437281,0.100481421116,0.440117858957,0.0942349501053,0.107859954873,0.0801325390731,0.0807314554912
23,0.19223300195,0.0425000859623,0.173735687017,0.041932133878,0.0472350868474,0.353771688814,0.0706458854392,-0.269838197355,0.265850649074,-0.222836109839,0.182062815797,0.00163480189077,0.0564604918614,0.177133765345,0.0548867240522,0.0340461820375
24,0.0405027137712,0.245456627217,0.0434521608331,0.147873626293,0.0500001086413,-0.300284975165,0.0298890204754,0.243863460777,0.0555110612952,-0.122619746947,0.038857515453,0.0610425815323,0.0264066352912,0.410363260801,0.0326346792167,0.16305501386
25,0.169857269187,-0.736012722253,0.22162374448,0.704889951709,0.0599796165028,0.874534830385,0.138715254123,0.738112768258,0.18692320639,-0.492168825811,0.221216047253,-0.86014219573,0.179729101898,0.607855838541,0.0856074968776,0.821253961133
26,0.145266691775,-0.166312763476,0.0503674692461,0.347151268316,0.0334875628322,0.0896765619381,0.067774573237,-0.292752613957,0.145563275128,-0.168150673694,0.108315243646,0.129671523407,0.0413472484557,-0.22263642526,0.0337608917831,-0.319675456965
27,0.0624387360452,0.237544615949,0.0749111634513,0.233082176562,0.0983298294235,-0.055415222384,0.0825105504026,0.277370568606,0.0984525012405,0.023045392533,0.0559035004229,0.409176334974,0.0979348525952,0.124428931176,0.0894553246869,0.493208010691
28,0.044525279025,0.0551592274499,0.0312975779723,0.0911143703585,0.0361634241425,0.106964664875,0.034698245282,0.409223809952,0.0249781706619,0.23364719166,0.0268591568741,-0.000190397759167,0.0441924806884,0.00351392149753,0.0348995727237,0.058283943669
29,0.123937615454,0.0559920411635,0.0613957896856,0.172340619662,0.0628938580793,0.362831796937,0.152672766482,-0.0222428761382,0.098627702952,-0.128930181517,0.065572617004,0.124986167253,0.112823478825,0.0302835732866,0.0720950714559,0.0667026090357
30,0.217197681354,0.257849780115,0.19348058302,0.285615648112,0.128469614061,-0.0887019899975,0.0524204057824,0.0827742848245,0.232011117862,-0.0943303012878,0.194877165128,0.662043008897,0.0692790431479,-0.162722170055,0.0754148995494,-0.302251678308
31,0.0803436094691,-0.235997594872,0.151066939912,-0.101407101862,0.0515714476202,-0.18123691431,0.0664199224261,0.238447778285,0.217391381549,0.105648087769,0.170367959001,-0.103706292679,0.0915571086998,-0.303991603622,0.0576749330763,0.40021522775
32,0.0818190630946,0.0708099580888,0.083961862678,-0.234423291705,0.039094007882,0.504812317509,0.0486856880881,0.31974981831,0.0539025270165,0.194453710807,0.0439997650754,0.366217050839,0.0651363519089,-0.0498759244312,0.0497673914171,0.183295607253
33,0.118758491075,0.209261534576,0.0882897635279,0.444854778938,0.0549606143483,0.564743060067,0.0954176075461,0.30750453945,0.0851517223675,0.395429449483,0.0957070564189,0.233293302789,0.107360560032,0.352298033207,0.106866548711,0.29633784759
34,0.176144844994,-0.0639925602431,0.0645383480834,-0.387915093451,0.360215469052,0.285270557249,0.150178590708,-0.442529530162,0.103475975169,-0.138953452341,0.158342369045,0.188118547417,0.148804662187,0.0109968340434,0.243903703534,0.253268910523
35,0.201164201921,-0.0674377747481,0.107243351151,-0.168981673114,0.033443286502,0.530428258534,0.0878025686886,-0.314611415323,0.135580592732,-0.578514432247,0.0855551016586,-0.259346304589,0.0543776369213,0.121144584206,0.0593690270094,0.278777237574
36,0.08349662441,0.11351500917,0.0619039896401,0.640419983144,0.0585816776826,-0.178443221169,0.0321362081085,0.730401875736,0.0503865003949,0.299666841595,0.116067717914,0.144020184796,0.0691887666634,-0.341665175424,0.0493721500122,0.259134386593
37,0.185583907795,-0.467500472709,0.238148010418,-0.107795709485,0.0901139581058,-0.0457155081831,0.108476541812,0.275873665771,0.266964120088,-0.122168460649,0.222203931883,0.0756197458845,0.113976602195,-0.0112430374675,0.122462965359,-0.554781177034
38,0.098008072833,-0.0118902607853,0.0967761419218,-0.499451351672,0.183014574864,-0.259344985825,0.177254407115,0.0918025003487,0.105810145762,-0.320140007459,0.0772788817937,0.304076124418,0.188677772479,0.145019728455,0.159624953384,0.301484324449
39,0.296884906649,-0.0169146095501,0.167017637922,-0.103847994224,0.0892377241303,0.232265913851,0.114968308683,0.116249063917,0.170587018384,0.359204061032,0.264275655661,0.0775619601222,0.124295273252,0.0323541645366,0.10148002635,0.158597297758
40,0.18631921796,0.895723672399,0.348326734022,0.273338996939,0.0141763396216,-0.202009424698,0.00873185502346,-0.435632336804,0.218328731713,0.364668224603,0.277726678521,0.859324010633,0.0318013871278,-0.159209773314,0.00944059022771,-0.294069875117
41,0.212250231683,-0.179162862851,0.133515316265,0.000654369316816,0.199105999345,-0.368672910984,0.204539606066,-0.0553627718726,0.157076440193,-0.386046986083,0.1405085723,-0.36932335861,0.203371363651,0.203041066522,0.23063720763,-0.230171369464
42,0.0951845294088,0.117745796107,0.103443065005,0.0518924738377,0.0427737579865,0.327150065149,0.0655618041906,-0.105190026389,0.0914313021965,0.126797265989,0.0922241068944,0.082625277866,0.0511389412257,0.236248205039,0.069767764557,-0.198839092162
43,0.336841959107,-0.274461567293,0.0736926513827,-0.199560983122,0.0668510878103,0.15182825603,0.0625057135694,-0.143802252497,0.182165663382,-0.198917822921,0.118636677311,-0.0291979937257,0.075656917258,-0.0774052762361,0.0611611517059,0.116463444454
44,0.137415183964,0.338028368448,0.126409608976,-0.301872541464,0.0874496750763,-0.0493874107813,0.0794070135969,0.358370937884,0.105321975225,-0.0052689065999,0.0817719415305,-0.0135298004892,0.0874179542007,-0.0402278903063,0.0808978677001,0.174895294353
45,0.196052414994,-0.0276849492273,0.0572209177309,0.431465869987,0.179516985976,-0.215006003262,0.141025706569,0.408043198992,0.145455003954,0.196529872995,0.107743934501,-0.0292774801731,0.192890990242,0.0688437170378,0.14294064511,0.547119178494
46,0.0713941939661,-0.0344989019362,0.0519503030116,0.220835656698,0.0654515395745,0.130299332919,0.059442372407,0.300959689218,0.0673423776059,0.188302768913,0.104255536047,0.249603427912,0.0698286234432,0.367124893092,0.0638075733446,0.0445049857791
47,0.188460084875,0.379015555294,0.166418491619,0.159984440935,0.0645355817503,0.353017272949,0.0951062105094,-0.120247919337,0.201538486875,0.329393752949,0.0938968542345,0.533713961822,0.111211189676,-0.177106328016,0.0879561918145,0.062991301483
48,0.202696214831,-0.173145165478,0.166058798882,0.0941092036279,0.050392803866,0.244160922064,0.0596785969426,0.0449591795879,0.267797145947,-0.170968389811,0.193177267066,-0.0605411307668,0.0466929635611,0.52344677909,0.0596567191475,-0.0573747244954
